Plant ID;datetime;Value;meter;date;Date (start);Meter;Interval
MAZE;01/06/2023;450166.75;MAZE-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
MAZU;01/06/2023;1590154.25;MAZU-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
MDR1;01/06/2023;544788.3333333334;MDR1-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
MTL1;01/06/2023;942374.0833333334;MTL1-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
MOTG;01/06/2023;1557070.9166666667;MOTG-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
MOTG;01/06/2023;246398.08333333334;MOTG-SS02-P;2023-06-01;01/06/2023;Utility Statement;Monthly
MODF;01/06/2023;1229874.0;MODF-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
NAC1;01/06/2023;1167105.8333333333;NAC1-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
NAC2;01/06/2023;917364.25;NAC2-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
NARB;01/06/2023;450238.3333333333;NARB-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
NARB;01/06/2023;528086.0;NARB-SS02-P;2023-06-01;01/06/2023;Utility Statement;Monthly
CDBO;01/06/2023;1044067.1666666666;CDBO-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
NIED;01/06/2023;911200.25;NIED-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
NIEV;01/06/2023;2209704.1666666665;NIEV-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
NIPL;01/06/2023;426578.8333333333;NIPL-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
NITR;01/06/2023;617807.0;NITR-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
OTTM;01/06/2023;2598105.6666666665;OTTM-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
OUPI;01/06/2023;0.0;OUPI-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
PAAN;01/06/2023;1220406.0833333333;PAAN-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
PAAN;01/06/2023;1393217.75;PAAN-SS02-P;2023-06-01;01/06/2023;Utility Statement;Monthly
PEMO;01/06/2023;702304.0;PEMO-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
PLES;01/06/2023;1089635.1666666667;PLES-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
PLGR;01/06/2023;1724086.4166666667;PLGR-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
PLAN;01/06/2023;1490832.0;PLAN-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
PLAN;01/06/2023;1195002.75;PLAN-SS02-P;2023-06-01;01/06/2023;Utility Statement;Monthly
PLAT;01/06/2023;219847.0;PLAT-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
PLEU;01/06/2023;722991.6666666666;PLEU-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
PDCE;01/06/2023;946806.3333333334;PDCE-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
PDCE;01/06/2023;177791.83333333334;PDCE-SS02-P;2023-06-01;01/06/2023;Utility Statement;Monthly
PDFE;01/06/2023;868696.4166666666;PDFE-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
PZIN;01/06/2023;656993.25;PZIN-SS02-P;2023-06-01;01/06/2023;Utility Statement;Monthly
PZIN;01/06/2023;570772.5833333334;PZIN-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
POUZ;01/06/2023;733264.1666666666;POUZ-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
PUYL;01/06/2023;881170.0;PUYL-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
RAM1;01/06/2023;679312.75;RAM1-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
RAM2;01/06/2023;125958.91666666667;RAM2-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
RAM2;01/06/2023;417701.3333333333;RAM2-SS02-P;2023-06-01;01/06/2023;Utility Statement;Monthly
RAM2;01/06/2023;894731.5833333334;RAM2-SS03-P;2023-06-01;01/06/2023;Utility Statement;Monthly
RIBE;01/06/2023;1117599.3333333333;RIBE-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
RIOL;01/06/2023;230852.25;RIOL-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
FRA1;01/06/2023;974189.5833333334;FRA1-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
FRA2;01/06/2023;1324779.5833333333;FRA2-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
ROUS;01/06/2023;632234.4166666666;ROUS-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
ROUS;01/06/2023;581473.5;ROUS-SS02-P;2023-06-01;01/06/2023;Utility Statement;Monthly
STAU;01/06/2023;815557.9166666666;STAU-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
STPA;01/06/2023;761872.3333333334;STPA-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
SALL;01/06/2023;499752.6666666667;SALL-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
SALZ;01/06/2023;523692.0833333333;SALZ-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
SAMO;01/06/2023;537455.25;SAMO-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
SAUM;01/06/2023;1832716.4166666667;SAUM-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
SAUV;01/06/2023;3087592.9166666665;SAUV-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
SERY;01/06/2023;685566.0;SERY-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
SBAP;01/06/2023;2003421.5;SBAP-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
SAMM;01/06/2023;815722.5833333334;SAMM-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
SJVX;01/06/2023;440197.4166666667;SJVX-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
STMB;01/06/2023;225338.91666666666;STMB-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
STME;01/06/2023;537102.0;STME-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
SREG;01/06/2023;819092.5;SREG-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
STSI;01/06/2023;342734.0833333333;STSI-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
STUL;01/06/2023;638654.4166666666;STUL-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
STJU;01/06/2023;459292.0;STJU-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
STEN;01/06/2023;514329.9166666667;STEN-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
SUBY;01/06/2023;1490497.0833333333;SUBY-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
SUBY;01/06/2023;226130.91666666666;SUBY-SS02-P;2023-06-01;01/06/2023;Utility Statement;Monthly
SARA;01/06/2023;949935.5833333334;SARA-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
SARA;01/06/2023;1099987.6666666667;SARA-SS03-P;2023-06-01;01/06/2023;Utility Statement;Monthly
SARA;01/06/2023;1218306.25;SARA-SS04-P;2023-06-01;01/06/2023;Utility Statement;Monthly
TLGR;01/06/2023;1167776.6666666667;TLGR-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
VANA;01/06/2023;568437.5833333334;VANA-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
VARA;01/06/2023;873216.8333333334;VARA-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
VEUL;01/06/2023;1444270.0;VEUL-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
CDBO;01/06/2023;991602.3333333334;CDBO-SS02-P;2023-06-01;01/06/2023;Utility Statement;Monthly
VISE;01/06/2023;493774.8333333333;VISE-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
